WEEK,BLOCKCHAIN,NEW_TOKENS,CUMU_NEW_TOKENS
2023-11-13 00:00:00.000,polygon,30,3461
2023-11-20 00:00:00.000,arbitrum,11,2007
2023-11-20 00:00:00.000,avalanche,5,95
2023-11-20 00:00:00.000,base,2,599
2023-11-20 00:00:00.000,bsc,21,739
2023-11-20 00:00:00.000,ethereum,666,105699
2023-11-20 00:00:00.000,optimism,1,359
2023-11-20 00:00:00.000,polygon,44,3505
2023-11-27 00:00:00.000,arbitrum,19,2026
2023-11-27 00:00:00.000,avalanche,2,97
2023-11-27 00:00:00.000,base,7,606
2023-11-27 00:00:00.000,bsc,21,760
2023-11-27 00:00:00.000,ethereum,825,106524
2023-11-27 00:00:00.000,optimism,4,363
2023-11-27 00:00:00.000,polygon,32,3537
2023-12-04 00:00:00.000,arbitrum,20,2046
2023-12-04 00:00:00.000,avalanche,6,103
2023-12-04 00:00:00.000,base,6,612
2023-12-04 00:00:00.000,bsc,17,777
2023-12-04 00:00:00.000,ethereum,646,107170
2023-12-04 00:00:00.000,optimism,4,367
2023-12-04 00:00:00.000,polygon,56,3593
2023-12-11 00:00:00.000,arbitrum,18,2064
2023-12-11 00:00:00.000,avalanche,5,108
2023-12-11 00:00:00.000,base,8,620
2023-12-11 00:00:00.000,bsc,22,799
2023-12-11 00:00:00.000,ethereum,499,107669
2023-12-11 00:00:00.000,optimism,2,369
2023-12-11 00:00:00.000,polygon,35,3628
2023-12-18 00:00:00.000,arbitrum,44,2108
2023-12-18 00:00:00.000,avalanche,4,112
2023-12-18 00:00:00.000,base,11,631
2023-12-18 00:00:00.000,bsc,14,813
2023-12-18 00:00:00.000,ethereum,400,108069
2023-12-18 00:00:00.000,optimism,12,381
2023-12-18 00:00:00.000,polygon,42,3670
2023-12-25 00:00:00.000,arbitrum,21,2129
2023-12-25 00:00:00.000,avalanche,11,123
2023-12-25 00:00:00.000,base,9,640
2023-12-25 00:00:00.000,bsc,28,841
2023-12-25 00:00:00.000,ethereum,328,108397
2023-12-25 00:00:00.000,optimism,8,389
2023-12-25 00:00:00.000,polygon,34,3704
2024-01-01 00:00:00.000,arbitrum,20,2149
2024-01-01 00:00:00.000,avalanche,10,133
2024-01-01 00:00:00.000,base,6,646
2024-01-01 00:00:00.000,bsc,25,866
2024-01-01 00:00:00.000,ethereum,359,108756
2024-01-01 00:00:00.000,optimism,6,395
2024-01-01 00:00:00.000,polygon,49,3753
2024-01-08 00:00:00.000,arbitrum,33,2182
2024-01-08 00:00:00.000,avalanche,5,138
2024-01-08 00:00:00.000,base,8,654
2024-01-08 00:00:00.000,bsc,26,892
2024-01-08 00:00:00.000,ethereum,333,109089
2024-01-08 00:00:00.000,optimism,9,404
2024-01-08 00:00:00.000,polygon,61,3814
2024-01-15 00:00:00.000,arbitrum,20,2202
2024-01-15 00:00:00.000,avalanche,8,146
2024-01-15 00:00:00.000,base,9,663
2024-01-15 00:00:00.000,bsc,29,921
2024-01-15 00:00:00.000,ethereum,405,109494
2024-01-15 00:00:00.000,optimism,2,406
2024-01-15 00:00:00.000,polygon,64,3878
2024-01-22 00:00:00.000,arbitrum,15,2217
2024-01-22 00:00:00.000,avalanche,5,151
2024-01-22 00:00:00.000,base,8,671
2024-01-22 00:00:00.000,bsc,24,945
2024-01-22 00:00:00.000,ethereum,367,109861
2024-01-22 00:00:00.000,optimism,6,412
2024-01-22 00:00:00.000,polygon,60,3938
2024-01-29 00:00:00.000,arbitrum,17,2234
2024-01-29 00:00:00.000,avalanche,6,157
2024-01-29 00:00:00.000,base,27,698
2024-01-29 00:00:00.000,bsc,21,966
2024-01-29 00:00:00.000,ethereum,503,110364
2024-01-29 00:00:00.000,optimism,3,415
2024-01-29 00:00:00.000,polygon,40,3978
2024-02-05 00:00:00.000,arbitrum,37,2271
2024-02-05 00:00:00.000,avalanche,23,180
2024-02-05 00:00:00.000,base,432,1130
2024-02-05 00:00:00.000,bsc,29,995
2024-02-05 00:00:00.000,ethereum,537,110901
2024-02-05 00:00:00.000,optimism,12,427
2024-02-05 00:00:00.000,polygon,69,4047
2024-02-12 00:00:00.000,arbitrum,33,2304
2024-02-12 00:00:00.000,avalanche,10,190
2024-02-12 00:00:00.000,base,179,1309
2024-02-12 00:00:00.000,bsc,19,1014
2024-02-12 00:00:00.000,ethereum,562,111463
2024-02-12 00:00:00.000,optimism,8,435
2024-02-12 00:00:00.000,polygon,71,4118
2024-02-19 00:00:00.000,arbitrum,26,2330
2024-02-19 00:00:00.000,avalanche,9,199
2024-02-19 00:00:00.000,base,117,1426
2024-02-19 00:00:00.000,bsc,30,1044
2024-02-19 00:00:00.000,ethereum,490,111953
2024-02-19 00:00:00.000,optimism,3,438
2024-02-19 00:00:00.000,polygon,68,4186
2024-02-26 00:00:00.000,arbitrum,22,2352
2024-02-26 00:00:00.000,avalanche,7,206
2024-02-26 00:00:00.000,base,86,1512
2024-02-26 00:00:00.000,bsc,31,1075
2024-02-26 00:00:00.000,ethereum,295,112248
2024-02-26 00:00:00.000,optimism,3,441
2024-02-26 00:00:00.000,polygon,62,4248
2024-03-04 00:00:00.000,arbitrum,29,2381
2024-03-04 00:00:00.000,avalanche,6,212
2024-03-04 00:00:00.000,base,724,2236
2024-03-04 00:00:00.000,bsc,24,1099
2024-03-04 00:00:00.000,ethereum,363,112611
2024-03-04 00:00:00.000,optimism,7,448
2024-03-04 00:00:00.000,polygon,66,4314
2024-03-11 00:00:00.000,arbitrum,56,2437
2024-03-11 00:00:00.000,avalanche,11,223
2024-03-11 00:00:00.000,base,1150,3386
2024-03-11 00:00:00.000,bsc,20,1119
2024-03-11 00:00:00.000,ethereum,343,112954
2024-03-11 00:00:00.000,optimism,11,459
2024-03-11 00:00:00.000,polygon,87,4401
2024-03-18 00:00:00.000,arbitrum,45,2482
2024-03-18 00:00:00.000,avalanche,13,236
2024-03-18 00:00:00.000,base,3026,6412
2024-03-18 00:00:00.000,bsc,20,1139
2024-03-18 00:00:00.000,ethereum,286,113240
2024-03-18 00:00:00.000,optimism,15,474
2024-03-18 00:00:00.000,polygon,83,4484
2024-03-25 00:00:00.000,arbitrum,41,2523
2024-03-25 00:00:00.000,avalanche,5,241
2024-03-25 00:00:00.000,base,4325,10737
2024-03-25 00:00:00.000,bsc,36,1175
2024-03-25 00:00:00.000,ethereum,318,113558
2024-03-25 00:00:00.000,optimism,13,487
2024-03-25 00:00:00.000,polygon,83,4567
2024-04-01 00:00:00.000,arbitrum,62,2585
2024-04-01 00:00:00.000,avalanche,6,247
2024-04-01 00:00:00.000,base,4774,15511
2024-04-01 00:00:00.000,bsc,37,1212
2024-04-01 00:00:00.000,ethereum,349,113907
2024-04-01 00:00:00.000,optimism,9,496
2024-04-01 00:00:00.000,polygon,104,4671
2024-04-08 00:00:00.000,arbitrum,131,2716
2024-04-08 00:00:00.000,avalanche,1,248
2024-04-08 00:00:00.000,base,4306,19817
2024-04-08 00:00:00.000,bsc,25,1237
2024-04-08 00:00:00.000,ethereum,369,114276
2024-04-08 00:00:00.000,optimism,4,500
2024-04-08 00:00:00.000,polygon,63,4734
2024-04-15 00:00:00.000,arbitrum,90,2806
2024-04-15 00:00:00.000,avalanche,3,251
2024-04-15 00:00:00.000,base,3947,23764
2024-04-15 00:00:00.000,bsc,25,1262
2024-04-15 00:00:00.000,ethereum,378,114654
2024-04-15 00:00:00.000,optimism,3,503
2024-04-15 00:00:00.000,polygon,79,4813
2024-04-22 00:00:00.000,arbitrum,29,2835
2024-04-22 00:00:00.000,base,2965,26729
2024-04-22 00:00:00.000,bsc,46,1308
2024-04-22 00:00:00.000,ethereum,390,115044
2024-04-22 00:00:00.000,optimism,10,513
2024-04-22 00:00:00.000,polygon,70,4883
2024-04-29 00:00:00.000,arbitrum,26,2861
2024-04-29 00:00:00.000,avalanche,5,256
2024-04-29 00:00:00.000,base,2183,28912
2024-04-29 00:00:00.000,bsc,22,1330
2024-04-29 00:00:00.000,ethereum,344,115388
2024-04-29 00:00:00.000,optimism,23,536
2024-04-29 00:00:00.000,polygon,75,4958
2024-05-06 00:00:00.000,arbitrum,54,2915
2024-05-06 00:00:00.000,avalanche,2,258
2024-05-06 00:00:00.000,base,1845,30757
2024-05-06 00:00:00.000,bsc,72,1402
2024-05-06 00:00:00.000,ethereum,352,115740
2024-05-06 00:00:00.000,optimism,4,540
2024-05-06 00:00:00.000,polygon,83,5041
2024-05-13 00:00:00.000,arbitrum,41,2956
2024-05-13 00:00:00.000,avalanche,1,259
2024-05-13 00:00:00.000,base,1776,32533
2024-05-13 00:00:00.000,bsc,31,1433
2024-05-13 00:00:00.000,ethereum,374,116114
2024-05-13 00:00:00.000,optimism,18,558
2024-05-13 00:00:00.000,polygon,71,5112
2024-05-20 00:00:00.000,arbitrum,34,2990
2024-05-20 00:00:00.000,base,1919,34452
2024-05-20 00:00:00.000,bsc,24,1457
2024-05-20 00:00:00.000,ethereum,459,116573
2024-05-20 00:00:00.000,optimism,8,566
2024-05-20 00:00:00.000,polygon,46,5158
2024-05-27 00:00:00.000,arbitrum,38,3028
2024-05-27 00:00:00.000,base,2329,36781
2024-05-27 00:00:00.000,bsc,20,1477
2024-05-27 00:00:00.000,ethereum,499,117072
2024-05-27 00:00:00.000,optimism,8,574
2024-05-27 00:00:00.000,polygon,112,5270
2024-06-03 00:00:00.000,arbitrum,29,3057
2024-06-03 00:00:00.000,base,2170,38951
2024-06-03 00:00:00.000,bsc,20,1497
2024-06-03 00:00:00.000,ethereum,664,117736
2024-06-03 00:00:00.000,optimism,6,580
2024-06-03 00:00:00.000,polygon,80,5350
2024-06-10 00:00:00.000,arbitrum,34,3091
2024-06-10 00:00:00.000,avalanche,1,260
2024-06-10 00:00:00.000,base,2035,40986
2024-06-10 00:00:00.000,bsc,22,1519
2024-06-10 00:00:00.000,ethereum,632,118368
2024-06-10 00:00:00.000,optimism,11,591
2024-06-10 00:00:00.000,polygon,93,5443
2024-06-17 00:00:00.000,arbitrum,44,3135
2024-06-17 00:00:00.000,avalanche,1,261
2024-06-17 00:00:00.000,base,1804,42790
2024-06-17 00:00:00.000,bsc,11,1530
2024-06-17 00:00:00.000,ethereum,540,118908
2024-06-17 00:00:00.000,optimism,7,598
2024-06-17 00:00:00.000,polygon,111,5554
2024-06-24 00:00:00.000,arbitrum,35,3170
2024-06-24 00:00:00.000,avalanche,1,262
2024-06-24 00:00:00.000,base,1911,44701
2024-06-24 00:00:00.000,bsc,8,1538
2024-06-24 00:00:00.000,ethereum,587,119495
2024-06-24 00:00:00.000,optimism,11,609
2024-06-24 00:00:00.000,polygon,67,5621
2024-07-01 00:00:00.000,arbitrum,25,3195
2024-07-01 00:00:00.000,avalanche,2,264
2024-07-01 00:00:00.000,base,1517,46218
2024-07-01 00:00:00.000,bsc,15,1553
2024-07-01 00:00:00.000,ethereum,660,120155
2024-07-01 00:00:00.000,optimism,8,617
2024-07-01 00:00:00.000,polygon,72,5693
2024-07-08 00:00:00.000,arbitrum,27,3222
2024-07-08 00:00:00.000,base,1499,47717
2024-07-08 00:00:00.000,bsc,17,1570
2024-07-08 00:00:00.000,ethereum,695,120850
2024-07-08 00:00:00.000,optimism,8,625
2024-07-08 00:00:00.000,polygon,60,5753
2024-07-15 00:00:00.000,arbitrum,22,3244
2024-07-15 00:00:00.000,avalanche,4,268
2024-07-15 00:00:00.000,base,1285,49002
2024-07-15 00:00:00.000,bsc,14,1584
2024-07-15 00:00:00.000,ethereum,642,121492
2024-07-15 00:00:00.000,optimism,6,631
2024-07-15 00:00:00.000,polygon,53,5806
2024-07-22 00:00:00.000,arbitrum,30,3274
2024-07-22 00:00:00.000,avalanche,3,271
2024-07-22 00:00:00.000,base,1447,50449
2024-07-22 00:00:00.000,bsc,8,1592
2024-07-22 00:00:00.000,ethereum,678,122170
2024-07-22 00:00:00.000,optimism,5,636
2024-07-22 00:00:00.000,polygon,93,5899
2024-07-29 00:00:00.000,arbitrum,31,3305
2024-07-29 00:00:00.000,avalanche,2,273
2024-07-29 00:00:00.000,base,942,51391
2024-07-29 00:00:00.000,bsc,12,1604
2024-07-29 00:00:00.000,ethereum,608,122778
2024-07-29 00:00:00.000,optimism,2,638
2024-07-29 00:00:00.000,polygon,70,5969
2024-08-05 00:00:00.000,arbitrum,19,3324
2024-08-05 00:00:00.000,avalanche,4,277
2024-08-05 00:00:00.000,base,876,52267
2024-08-05 00:00:00.000,bsc,12,1616
2024-08-05 00:00:00.000,ethereum,528,123306
2024-08-05 00:00:00.000,optimism,9,647
2024-08-05 00:00:00.000,polygon,50,6019
2024-08-12 00:00:00.000,arbitrum,18,3342
2024-08-12 00:00:00.000,avalanche,2,279
2024-08-12 00:00:00.000,base,654,52921
2024-08-12 00:00:00.000,bsc,8,1624
2024-08-12 00:00:00.000,ethereum,585,123891
2024-08-12 00:00:00.000,optimism,4,651
2024-08-12 00:00:00.000,polygon,26,6045
2024-08-19 00:00:00.000,arbitrum,29,3371
2024-08-19 00:00:00.000,avalanche,3,282
2024-08-19 00:00:00.000,base,776,53697
2024-08-19 00:00:00.000,bsc,14,1638
2024-08-19 00:00:00.000,ethereum,517,124408
2024-08-19 00:00:00.000,optimism,1,652
2024-08-19 00:00:00.000,polygon,56,6101
2024-08-26 00:00:00.000,arbitrum,31,3402
2024-08-26 00:00:00.000,avalanche,1,283
2024-08-26 00:00:00.000,base,492,54189
2024-08-26 00:00:00.000,bsc,11,1649
2024-08-26 00:00:00.000,ethereum,445,124853
2024-08-26 00:00:00.000,optimism,2,654
2024-08-26 00:00:00.000,polygon,46,6147
2024-09-02 00:00:00.000,arbitrum,12,3414
2024-09-02 00:00:00.000,base,543,54732
2024-09-02 00:00:00.000,bsc,5,1654
2024-09-02 00:00:00.000,ethereum,526,125379
2024-09-02 00:00:00.000,optimism,1,655
2024-09-02 00:00:00.000,polygon,39,6186
2024-09-09 00:00:00.000,arbitrum,12,3426
2024-09-09 00:00:00.000,avalanche,2,285
2024-09-09 00:00:00.000,base,554,55286
2024-09-09 00:00:00.000,bsc,9,1663
2024-09-09 00:00:00.000,ethereum,647,126026
2024-09-09 00:00:00.000,optimism,6,661
2024-09-09 00:00:00.000,polygon,37,6223
