WEEK,BLOCKCHAIN,UNIQUE_TOKEN_COUNT
2024-01-01 00:00:00.000,base,89
2024-01-01 00:00:00.000,bsc,277
2024-01-01 00:00:00.000,ethereum,7229
2024-01-01 00:00:00.000,optimism,143
2024-01-01 00:00:00.000,polygon,968
2024-01-08 00:00:00.000,arbitrum,472
2024-01-08 00:00:00.000,avalanche,68
2024-01-08 00:00:00.000,base,96
2024-01-08 00:00:00.000,bsc,293
2024-01-08 00:00:00.000,ethereum,6668
2024-01-08 00:00:00.000,optimism,159
2024-01-08 00:00:00.000,polygon,974
2024-01-15 00:00:00.000,arbitrum,463
2024-01-15 00:00:00.000,avalanche,74
2024-01-15 00:00:00.000,base,97
2024-01-15 00:00:00.000,bsc,287
2024-01-15 00:00:00.000,ethereum,6921
2024-01-15 00:00:00.000,optimism,161
2024-01-15 00:00:00.000,polygon,1002
2024-01-22 00:00:00.000,arbitrum,448
2024-01-22 00:00:00.000,avalanche,74
2024-01-22 00:00:00.000,base,102
2024-01-22 00:00:00.000,bsc,287
2024-01-22 00:00:00.000,ethereum,7176
2024-01-22 00:00:00.000,optimism,152
2024-01-22 00:00:00.000,polygon,986
2024-01-29 00:00:00.000,arbitrum,451
2024-01-29 00:00:00.000,avalanche,67
2024-01-29 00:00:00.000,base,134
2024-01-29 00:00:00.000,bsc,289
2024-01-29 00:00:00.000,ethereum,6726
2024-01-29 00:00:00.000,optimism,143
2024-01-29 00:00:00.000,polygon,971
2024-02-05 00:00:00.000,arbitrum,461
2024-02-05 00:00:00.000,avalanche,88
2024-02-05 00:00:00.000,base,566
2024-02-05 00:00:00.000,bsc,322
2024-02-05 00:00:00.000,ethereum,6232
2024-02-05 00:00:00.000,optimism,159
2024-02-05 00:00:00.000,polygon,1038
2024-02-12 00:00:00.000,arbitrum,487
2024-02-12 00:00:00.000,avalanche,77
2024-02-12 00:00:00.000,base,377
2024-02-12 00:00:00.000,bsc,322
2024-02-12 00:00:00.000,ethereum,7042
2024-02-12 00:00:00.000,optimism,166
2024-02-12 00:00:00.000,polygon,1051
2024-02-19 00:00:00.000,arbitrum,488
2024-02-19 00:00:00.000,avalanche,82
2024-02-19 00:00:00.000,base,304
2024-02-19 00:00:00.000,bsc,352
2024-02-19 00:00:00.000,ethereum,6625
2024-02-19 00:00:00.000,optimism,154
2024-02-19 00:00:00.000,polygon,1096
2024-02-26 00:00:00.000,arbitrum,506
2024-02-26 00:00:00.000,avalanche,89
2024-02-26 00:00:00.000,base,294
2024-02-26 00:00:00.000,bsc,369
2024-02-26 00:00:00.000,ethereum,6215
2024-02-26 00:00:00.000,optimism,151
2024-02-26 00:00:00.000,polygon,1145
2024-03-04 00:00:00.000,arbitrum,497
2024-03-04 00:00:00.000,avalanche,86
2024-03-04 00:00:00.000,base,1029
2024-03-04 00:00:00.000,bsc,375
2024-03-04 00:00:00.000,ethereum,6351
2024-03-04 00:00:00.000,optimism,163
2024-03-04 00:00:00.000,polygon,1138
2024-03-11 00:00:00.000,arbitrum,606
2024-03-11 00:00:00.000,avalanche,91
2024-03-11 00:00:00.000,base,1706
2024-03-11 00:00:00.000,bsc,377
2024-03-11 00:00:00.000,ethereum,6742
2024-03-11 00:00:00.000,optimism,208
2024-03-11 00:00:00.000,polygon,1204
2024-03-18 00:00:00.000,arbitrum,685
2024-03-18 00:00:00.000,avalanche,94
2024-03-18 00:00:00.000,base,4046
2024-03-18 00:00:00.000,bsc,355
2024-03-18 00:00:00.000,ethereum,6957
2024-03-18 00:00:00.000,optimism,191
2024-03-18 00:00:00.000,polygon,1201
2024-03-25 00:00:00.000,arbitrum,639
2024-03-25 00:00:00.000,avalanche,89
2024-03-25 00:00:00.000,base,6308
2024-03-25 00:00:00.000,bsc,384
2024-03-25 00:00:00.000,ethereum,6761
2024-03-25 00:00:00.000,optimism,183
2024-03-25 00:00:00.000,polygon,1201
2024-04-01 00:00:00.000,arbitrum,650
2024-04-01 00:00:00.000,avalanche,86
2024-04-01 00:00:00.000,base,7852
2024-04-01 00:00:00.000,bsc,475
2024-04-01 00:00:00.000,ethereum,7125
2024-04-01 00:00:00.000,optimism,185
2024-04-01 00:00:00.000,polygon,1184
2024-04-08 00:00:00.000,arbitrum,741
2024-04-08 00:00:00.000,avalanche,86
2024-04-08 00:00:00.000,base,8498
2024-04-08 00:00:00.000,bsc,438
2024-04-08 00:00:00.000,ethereum,7103
2024-04-08 00:00:00.000,optimism,184
2024-04-08 00:00:00.000,polygon,1197
2024-04-15 00:00:00.000,arbitrum,710
2024-04-15 00:00:00.000,avalanche,84
2024-04-15 00:00:00.000,base,8749
2024-04-15 00:00:00.000,bsc,433
2024-04-15 00:00:00.000,ethereum,7697
2024-04-15 00:00:00.000,optimism,186
2024-04-15 00:00:00.000,polygon,1218
2024-04-22 00:00:00.000,arbitrum,652
2024-04-22 00:00:00.000,avalanche,82
2024-04-22 00:00:00.000,base,8691
2024-04-22 00:00:00.000,bsc,461
2024-04-22 00:00:00.000,ethereum,8182
2024-04-22 00:00:00.000,optimism,199
2024-04-22 00:00:00.000,polygon,1176
2024-04-29 00:00:00.000,arbitrum,632
2024-04-29 00:00:00.000,avalanche,89
2024-04-29 00:00:00.000,base,8642
2024-04-29 00:00:00.000,bsc,453
2024-04-29 00:00:00.000,ethereum,8003
2024-04-29 00:00:00.000,optimism,209
2024-04-29 00:00:00.000,polygon,1278
2024-05-06 00:00:00.000,arbitrum,646
2024-05-06 00:00:00.000,avalanche,79
2024-05-06 00:00:00.000,base,7661
2024-05-06 00:00:00.000,bsc,526
2024-05-06 00:00:00.000,ethereum,9170
2024-05-06 00:00:00.000,optimism,182
2024-05-06 00:00:00.000,polygon,1229
2024-05-13 00:00:00.000,arbitrum,600
2024-05-13 00:00:00.000,avalanche,79
2024-05-13 00:00:00.000,base,7069
2024-05-13 00:00:00.000,bsc,520
2024-05-13 00:00:00.000,ethereum,8367
2024-05-13 00:00:00.000,optimism,195
2024-05-13 00:00:00.000,polygon,1203
2024-05-20 00:00:00.000,arbitrum,638
2024-05-20 00:00:00.000,avalanche,73
2024-05-20 00:00:00.000,base,6492
2024-05-20 00:00:00.000,bsc,504
2024-05-20 00:00:00.000,ethereum,8819
2024-05-20 00:00:00.000,optimism,197
2024-05-20 00:00:00.000,polygon,1229
2024-05-27 00:00:00.000,arbitrum,627
2024-05-27 00:00:00.000,avalanche,69
2024-05-27 00:00:00.000,base,7501
2024-05-27 00:00:00.000,bsc,471
2024-05-27 00:00:00.000,ethereum,8016
2024-05-27 00:00:00.000,optimism,179
2024-05-27 00:00:00.000,polygon,1269
2024-06-03 00:00:00.000,arbitrum,622
2024-06-03 00:00:00.000,avalanche,68
2024-06-03 00:00:00.000,base,8548
2024-06-03 00:00:00.000,bsc,508
2024-06-03 00:00:00.000,ethereum,8526
2024-06-03 00:00:00.000,optimism,167
2024-06-03 00:00:00.000,polygon,1269
2024-06-10 00:00:00.000,arbitrum,637
2024-06-10 00:00:00.000,avalanche,66
2024-06-10 00:00:00.000,base,8709
2024-06-10 00:00:00.000,bsc,496
2024-06-10 00:00:00.000,ethereum,8728
2024-06-10 00:00:00.000,optimism,182
2024-06-10 00:00:00.000,polygon,1314
2024-06-17 00:00:00.000,arbitrum,650
2024-06-17 00:00:00.000,avalanche,63
2024-06-17 00:00:00.000,base,8461
2024-06-17 00:00:00.000,bsc,537
2024-06-17 00:00:00.000,ethereum,9193
2024-06-17 00:00:00.000,optimism,167
2024-06-17 00:00:00.000,polygon,1305
2024-06-24 00:00:00.000,arbitrum,667
2024-06-24 00:00:00.000,avalanche,66
2024-06-24 00:00:00.000,base,8202
2024-06-24 00:00:00.000,bsc,483
2024-06-24 00:00:00.000,ethereum,9435
2024-06-24 00:00:00.000,optimism,186
2024-06-24 00:00:00.000,polygon,1227
2024-07-01 00:00:00.000,arbitrum,656
2024-07-01 00:00:00.000,avalanche,70
2024-07-01 00:00:00.000,base,8280
2024-07-01 00:00:00.000,bsc,474
2024-07-01 00:00:00.000,ethereum,9052
2024-07-01 00:00:00.000,optimism,172
2024-07-01 00:00:00.000,polygon,1290
2024-07-08 00:00:00.000,arbitrum,622
2024-07-08 00:00:00.000,avalanche,70
2024-07-08 00:00:00.000,base,8607
2024-07-08 00:00:00.000,bsc,457
2024-07-08 00:00:00.000,ethereum,9000
2024-07-08 00:00:00.000,optimism,189
2024-07-08 00:00:00.000,polygon,1212
2024-07-15 00:00:00.000,arbitrum,628
2024-07-15 00:00:00.000,avalanche,75
2024-07-15 00:00:00.000,base,7146
2024-07-15 00:00:00.000,bsc,468
2024-07-15 00:00:00.000,ethereum,8782
2024-07-15 00:00:00.000,optimism,181
2024-07-15 00:00:00.000,polygon,1252
2024-07-22 00:00:00.000,arbitrum,644
2024-07-22 00:00:00.000,avalanche,75
2024-07-22 00:00:00.000,base,7783
2024-07-22 00:00:00.000,bsc,470
2024-07-22 00:00:00.000,ethereum,9358
2024-07-22 00:00:00.000,optimism,180
2024-07-22 00:00:00.000,polygon,1265
2024-07-29 00:00:00.000,arbitrum,646
2024-07-29 00:00:00.000,avalanche,78
2024-07-29 00:00:00.000,base,37364
2024-07-29 00:00:00.000,bsc,472
2024-07-29 00:00:00.000,ethereum,9343
2024-07-29 00:00:00.000,optimism,181
2024-07-29 00:00:00.000,polygon,1310
2024-08-05 00:00:00.000,arbitrum,632
2024-08-05 00:00:00.000,avalanche,79
2024-08-05 00:00:00.000,base,11131
2024-08-05 00:00:00.000,bsc,462
2024-08-05 00:00:00.000,ethereum,9203
2024-08-05 00:00:00.000,optimism,190
2024-08-05 00:00:00.000,polygon,1277
2024-08-12 00:00:00.000,arbitrum,629
2024-08-12 00:00:00.000,avalanche,72
2024-08-12 00:00:00.000,base,4893
2024-08-12 00:00:00.000,bsc,441
2024-08-12 00:00:00.000,ethereum,9759
2024-08-12 00:00:00.000,optimism,176
2024-08-12 00:00:00.000,polygon,1173
2024-08-19 00:00:00.000,arbitrum,632
2024-08-19 00:00:00.000,avalanche,73
2024-08-19 00:00:00.000,base,4569
2024-08-19 00:00:00.000,bsc,478
2024-08-19 00:00:00.000,ethereum,9949
2024-08-19 00:00:00.000,optimism,177
2024-08-19 00:00:00.000,polygon,1301
2024-08-26 00:00:00.000,arbitrum,676
2024-08-26 00:00:00.000,avalanche,71
2024-08-26 00:00:00.000,base,4214
2024-08-26 00:00:00.000,bsc,448
2024-08-26 00:00:00.000,ethereum,10177
2024-08-26 00:00:00.000,optimism,180
2024-08-26 00:00:00.000,polygon,1245
2024-09-02 00:00:00.000,arbitrum,656
2024-09-02 00:00:00.000,avalanche,68
2024-09-02 00:00:00.000,base,4189
2024-09-02 00:00:00.000,bsc,483
2024-09-02 00:00:00.000,ethereum,8759
2024-09-02 00:00:00.000,optimism,182
2024-09-02 00:00:00.000,polygon,1272
2024-09-09 00:00:00.000,arbitrum,593
2024-09-09 00:00:00.000,avalanche,69
2024-09-09 00:00:00.000,base,4563
2024-09-09 00:00:00.000,bsc,478
2024-09-09 00:00:00.000,ethereum,8857
2024-09-09 00:00:00.000,optimism,173
2024-09-09 00:00:00.000,polygon,1214
